label,value
Shivshrushti (Kurla-E) (BEST),"19.055018,72.882482"
Shoppers Stop (Andheri-W) (BEST),"19.115381,72.843268"
Shopping Plaza (BEST),"19.111306,72.897462"
Shopping Plaza (Powai) (BEST),"19.111035,72.897481"
Shrawan Yashwante Chowk (Kala Chowky) (BEST),"18.987583,72.841525"
Shree Koteshwari Mandir (BEST),"19.214002,72.868818"
Shree Krishna Nagar (Borivali -E) (BEST),"19.233206,72.863472"
Shree Parleshwar Society (BEST),"19.105834,72.846781"
Shree Ram Mill (BEST),"18.997362,72.822048"
Shree Sai Hospital (BEST),"19.213947,72.866754"
Shree Saibaba Complex (Goregaon-E) (BEST),"19.168669,72.867455"
Shree Swami Samarth Nagar (BEST),"19.139237,72.825514"
Shree Swami Samarth Nagar (Extension) (BEST),"19.14613,72.825632"
Shree Swami Samarth Nagar Market (BEST),"19.144954,72.823599"
"Shreekrishna Nagar, Shantivan (Borivali -E) (BEST)","19.233549,72.864128"
Shreenath Complex (BEST),"19.2916,72.862182"
Shreyas Cinema (BEST),"19.092294,72.911115"
"Shri Swami Samarth Mutt, Hanuman Road (Vile Parle-E) (BEST)","19.103714,72.85143"
Shrikrishna Garden Society (BEST),"19.269727,72.876093"
Shrimad Gokul (BEST),"19.235439,72.851277"
Shrimati Motiben Dalvi Hospital (BEST),"18.958425,72.810582"
Shripal Nagar (BEST),"19.218269,72.842606"
Shrirang Society (Thane) (BEST),"19.206137,72.979986"
Shuklaji Street (BEST),"18.966223,72.824628"
Shyam Nagar (Majas) (BEST),"19.138954,72.863517"
Siddharaj Society (BEST),"19.23508333,72.87215"
Siddharth Nagar (BEST),"19.215404,72.871061"
Siddharth Nagar (Goregaon-W) (BEST),"19.159079,72.843399"
Siddharth Nagar (Goregaon-W) No.2 (BEST),"19.15514,72.843525"
Siddharth Nagar (Kandivali-E) (BEST),"19.214518,72.871147"
Siddharth Nagar (Thane) (BEST),"19.182496,72.970447"
"Siddheshwar Society, Gharonda (BEST)","19.118874,72.999146"
Siddhivinayak Mandir (Prabhadevi) (BEST),"19.01907,72.831719"
Siddhivinayak Tower (Thane) (BEST),"19.209887,72.974414"
"Sikka Nagar, Ganpati Mandir (BEST)","18.956077,72.823412"
Silver Park (Mira Road) (BEST),"19.282012,72.873946"
Simla House (BEST),"18.95803,72.802397"
Simplex Mill (BEST),"18.97978,72.831236"
Sindhi Colony (Jogeshwari-W) (BEST),"19.144001,72.842193"
Sindhi Society Gymkhana (Chembur) (BEST),"19.050721,72.890245"
Sindhuwadi (BEST),"19.077747,72.903869"
Sion (Local-CR),"19.0465102,72.8632615"
Sion Koliwada (BEST),"19.039932,72.864705"
Sir Aliyawar Jung Institute(Bandra-W) (BEST),"19.052236,72.83423"
"Sir Aliyawar Jung, Rani Sati Marg (Malad-E) (BEST)","19.181537,72.857483"
Sir J.P.Primary School (BEST),"19.170589,72.796948"
Sisters Bungalow (BEST),"19.04873,72.821179"
Sitaram Industries (VVMT),"19.43760525,72.86932976"
Skylark (BEST),"19.146455,72.824329"
Smallscale Industries (BEST),"19.160975,72.857125"
Solanki Naka (VVMT),"19.45634036,72.81440368"
Somatne (Local-Pnvl-Bsr),"18.95190468,73.14526054"
Sommaiya College (Vidyavihar-E) (BEST),"19.074666,72.903167"
Sompuri Market (BEST),"19.08103804,72.83867201"
Sona Udyog Industrial Estate (BEST),"19.125804,72.853507"
Sonawala Building (BEST),"18.967293,72.816813"
South-North Marg No.9 (Vile Parle-W) (BEST),"19.10717,72.831157"
"Special Steel, Rajendra Nagar (BEST)","19.221227,72.863174"
Spring Mill (BEST),"19.010073,72.848119"
Srushti (BEST),"19.270166,72.868625"
Srushti Police Chowky (BEST),"19.271178,72.867759"
"Ssc Board Office, St.Lawrence School (Vashi) (BEST)","19.074245,73.000846"
St.Andrew S Church (BEST),"19.054732,72.825696"
St.Anthony Church (BEST),"19.106444,72.893491"
St.Anthony Home Co.Op.Society (BEST),"19.05507,72.902157"
St.Anthony School (BEST),"19.055062,72.903934"
St.Joseph Technical School (BEST),"19.080885,72.888532"
St.Lawrence High School (Kandivali-E) (BEST),"19.213068,72.862152"
St.Mary S High School (Mazgaon) (BEST),"18.969781,72.835137"
St.Mary School (Dahisar-E) (BEST),"19.25694,72.867015"
St.Mary School (Kalina) (BEST),"19.078274,72.868531"
St.Mary School (Mulund-W) (BEST),"19.165033,72.947087"
St.Peter S Church (Bandra-W) (BEST),"19.05526,72.830551"
St.Pius School (Mulund-W) (BEST),"19.166496,72.945033"
St.Teresa Convent School (Santacruz-W) (BEST),"19.076468,72.837718"
St.Xavier S High School (Kashimira) (BEST),"19.2696,72.88823333"
St.Xaviers High School (Thane) (BEST),"19.240376,72.977584"
St.Xaviers Technical Institute (Mahim) (BEST),"19.044678,72.839869"
Standard Alkali Company (BEST),"19.119776,73.006388"
Standard Mill (BEST),"19.012634,72.826652"
Stanford Society (Thane) (BEST),"19.25637798,72.97959401"
State Bank (Bhandup Village) (BEST),"19.151608,72.945576"
State Bank (Goregaon-W) (BEST),"19.173848,72.841363"
State Bank (Kamani) (BEST),"19.08409,72.883618"
State Bank (Marol) (BEST),"19.115229,72.879697"
State Bank (Saki Naka) (BEST),"19.106379,72.887922"
State Bank (Vile Parle-W) (BEST),"19.110602,72.829852"
State Bank Colony (Malad-E) (BEST),"19.180542,72.854327"
Stela Apt. (VVMT),"19.37203352,72.82171301"
Strand Cinema (BEST),"18.916844,72.827089"
Su Pumps (Mulund-West) (BEST),"19.1846,72.94338333"
Subhash Nagar (Bandra-E) (BEST),"19.066058,72.847911"
Subhash Nagar (BEST),"19.13611,72.851371"
Subhash Nagar (Bhandup-W) (BEST),"19.159251,72.943884"
Subhash Nagar (Chembur-E) (BEST),"19.060175,72.904911"
Subhash Nagar (Khairani Road) (BEST),"19.096807,72.8978"
Subhash Nagar (Thane) (BEST),"19.21628333,72.97383333"
Subhash Tower (BEST),"19.207766,73.0115"
Sudhindra Nagar (BEST),"19.25915,72.86023333"
Suhasini Pawaskar Marg (Dahisar-E) (BEST),"19.25338598,72.87130603"
Sukh Sagar (BEST),"18.956945,72.812872"
Sukhmani Society (BEST),"19.113231,72.829859"
"Sukur Park, Sahyadri Society (BEST)","19.198953,72.995494"
Sumati School (BEST),"19.11343804,72.82425899"
"Sumer House, Suraj Diamond (BEST)","19.121532,72.873744"
Suncity Complex (BEST),"19.125921,72.921636"
Sundar Baug (Kamani) (BEST),"19.08682,72.887246"
Sundar Galli (Byculla-W) (BEST),"18.976319,72.830432"
Sundar Nagar (Bhayander-E) (BEST),"19.284468,72.871186"
Sundar Nagar (Malad-W) (BEST),"19.175251,72.845232"
Sundervan (Andheri-W) (BEST),"19.136915,72.825563"
Sunflower Society (BEST),"19.214502,72.87401"
Suraj Water Park (VVMT),"19.25536415,72.97127744"
Suruchi (BEST),"19.207649,72.864514"
Surya Shopping Centre (BEST),"19.274358,72.869451"
Suvarna Hospital (Borivali -W) (BEST),"19.2239,72.845854"
Suvidhya School (Gorai) (BEST),"19.229896,72.828703"
Suyash Shopping Centre (BEST),"19.176027,72.877595"
Swadeshi Market (BEST),"18.949251,72.828886"
Swami Dayanand Saraswati Chowk (Fort) (BEST),"18.937043,72.836966"
"Swami Narayan Chowk, Dadar Station -E (BEST)","19.018175,72.844505"
Swami Narayan Mandir (Ghatkopar-E) (BEST),"19.077125,72.909333"
Swami Vivekanand Chowk (Thane) (BEST),"19.181692,72.967651"
Swami Vivekanand Vidyalaya (Borivali -W) (BEST),"19.225914,72.831179"
Swan Mills (BEST),"18.994761,72.848795"
Swapna Nagari (Yogi Hill) (BEST),"19.1828,72.94213333"
Swarali Gaon (VVMT),"19.47387299,73.06516549"
Swastik Park (Thane) (BEST),"19.243411,72.982796"
"Swatantraveer Savarkar Chowk, Bhayander (E) (BEST)","19.294246,72.859887"
Swati Studio (BEST),"19.163213,72.852675"
T.B.Hospital (Kidwai Nagar) (BEST),"19.005043,72.851799"
Tadwadi (Mazgaon) (BEST),"18.964454,72.839319"
Tagore Nagar Junction (Kanjurmarg-E) (BEST),"19.124956,72.933346"
Tagore Nagar No.3 (Vikhroli-E) (BEST),"19.11978,72.932226"
Tagore Nagar No.5 (Vikhroli-E) (BEST),"19.125245,72.928879"
Tagore Nagar Post Office (Vikhroli-E) (BEST),"19.115118,72.932616"
"Tagore Nagar Udyan, Vikhroli Bridge (BEST)","19.113339,72.933576"
Tahasil Office (VVMT),"19.33547681,72.80810227"
Takshila (BEST),"19.129489,72.868189"
"Talavali Naka, Nocil Company (BEST)","19.1306,73.003416"
Talegaon (Local-Pune-Lnl),"18.7357153,73.67252302"
Taloja Panchand (Local-Pnvl-Bsr),"19.078666,73.088222"
Taloja Phata (BEST),"19.03246,73.086187"
Tam Talav (VVMT),"19.34791459,72.81158151"
Tank Bunder (BEST),"18.98895,72.846215"
Tank Road (Bhandup-W) (BEST),"19.147135,72.936147"
Tapovan (Pathanwadi) (BEST),"19.179984,72.859471"
Taraporewala Aquarium (BEST),"18.94845,72.819896"
"Tardeo Bus Station, Rusi Mehta Chowk (BEST)","18.963881,72.82087"
Tarkhad Vaidya Hall (VVMT),"19.3592899,72.79840692"
Tarun Bharat Society (BEST),"19.107848,72.86153"
Tarun Well Society (BEST),"19.107804,72.863212"
Tata Colony (Bandra-E) (BEST),"19.061925,72.856616"
Tata Colony (Bkc) (BEST),"19.060544,72.858033"
Tata Colony (Chunabhatti) (BEST),"19.052864,72.874702"
Tata Hospital (Bhoiwada) (BEST),"19.004333,72.842919"
Tata Motors (BEST),"19.197547,72.949167"
"Tata Nagar, Sambhaji Nagar (BEST)","19.051877,72.921473"
"Tata Oil Mill, Hindustan Lever Limited (BEST)","18.980907,72.857379"
"Tata Power (Dharavi), Central Railway Station (W) (BEST)","19.03180098,72.849269"
Tata Power Centre (Mahul) (BEST),"19.004281,72.905148"
Tata Power House (Powai) (BEST),"19.115973,72.916193"
Tata Press (Nerul) (BEST),"19.039158,73.028861"
Tatwadnyan Vidyapith (BEST),"19.223727,72.977715"
Technical School (Bandra-E) (BEST),"19.063672,72.846867"
Technical School (Borivali -W) (BEST),"19.242912,72.853898"
Technimont I.C.B.House (BEST),"19.181206,72.833533"
Teen Bakda (Walkeshwar) (BEST),"18.953462,72.80675"
Teen Batti  (Walkeshwar) (BEST),"18.948432,72.798333"
Teen Murti (BEST),"19.223146,72.871314"
Teen Taki (Kopar Khairane) (BEST),"19.104898,73.003219"
Telecom Factory (BEST),"19.045164,72.918368"
Telephone Exchange (Andheri-W) (BEST),"19.133898,72.825632"
Telephone Exchange (Bandra-W) (BEST),"19.051216,72.836406"
Telephone Exchange (Barve Nagar) (BEST),"19.088976,72.904141"
Tembhi Pada (VVMT),"19.46204618,72.77825531"
Tembipada (BEST),"19.156151,72.929843"
"Tembipada Naka, Vaibhav Chowk (BEST)","19.154064,72.929577"
Tembipada Pipe Line (Bhandup) (BEST),"19.15531,72.929263"
"Tembipada Pipe Line, Police Station (Bhandup) (BEST)","19.155075,72.929159"
Tera Panth Bhavan (BEST),"19.278141,72.863855"
Terminal (BEST),"18.953542,72.846469"
Terminal/G.G.College (VVMT),"19.3424849,72.80753609"
Terna Engineering College (Kopar Khairane) (BEST),"19.11114,73.003563"
Terna Engineering College (Nerul) (BEST),"19.030173,73.016955"
Terna Vidyalaya (Nerul) (BEST),"19.038431,73.014649"
Thakkar Bappa Colony (Kurla-E) (BEST),"19.057667,72.88668"
Thakur Cinema (Kandivali-E) (BEST),"19.210002,72.873118"
Thakur College (Kandivali-E) (BEST),"19.206136,72.872769"
Thakur Complex (Kandivali-E) (BEST),"19.208634,72.864313"
Thakur Nagar (Caves Road) (BEST),"19.137876,72.85828"
Thakur Pakhadi (BEST),"19.234759,72.846009"
Thakurdwar (Girgaon) (BEST),"18.951532,72.822267"
Thakurli (Local-CR),"19.22601446,73.09810514"
Thane (Local-Trans),"19.18595974,72.97558329"
Thane Belapur Junction (BEST),"19.067223,73.013395"
Thane Civil Hospital (BEST),"19.199064,72.978825"
Thane Station (E) (BEST),"19.18517,72.97561"
The City Co-Op Bank Ltd (BEST),"19.233785,72.865431"
Tilak Nagar Railway Station (BEST),"19.066134,72.891356"
Tilaknagar (Local-Habr),"19.06567395,72.89035936"
Tinhat Naka (VVMT),"19.18947379,72.963165"
Tipco Plaza Company (BEST),"19.183514,72.855333"
Titwala (Local-CR),"19.29624897,73.20322219"
Tivari Gaon (VVMT),"19.37229268,72.86139462"
Tobacco Company (BEST),"19.049746,72.826451"
Tolani College (BEST),"19.128846,72.865148"
Tolani Naka (BEST),"19.129966,72.86549"
Township Municipal School (Malvani) (BEST),"19.196287,72.824812"
"Tractor Gate No.3, Vasa Hospital (BEST)","19.200697,72.872429"
Traffic Police H.Q (Worli) (BEST),"19.009329,72.816662"
Transit Camp Dispensary (BEST),"19.041967,72.870584"
Transport Corporation (BEST),"19.269331,72.879166"
Triveni Nagar (BEST),"19.181965,72.863986"
Trombay (BEST),"19.033939,72.949871"
Tulshetpada (BEST),"19.160885,72.93123"
Tumni Pada (BEST),"19.221481,72.886284"
Tunga Village (BEST),"19.120239,72.890863"
Tungareshwar Phata (VVMT),"19.41027488,72.87751966"
Turbhe (Local-Trans),"19.0762175,73.0176999"
Turbhe Naka (Janata Market) (BEST),"19.069507,73.019087"
Turbhe Police Station (BEST),"19.062198,73.01899"
Two Tanks (BEST),"18.961618,72.827699"
Udyog Bhavan (BEST),"19.162616,72.851182"
Ulhasnagar (Local-CR),"19.21792187,73.1631996"
Uma Maheshwari Mandir (BEST),"19.093631,72.886398"
Umarkhadi (BEST),"18.962509,72.835618"
Umarshi Bappa Chowk (BEST),"19.053855,72.888306"
Umbargothan (VVMT),"19.44670448,72.77815236"
Umbermali (Local-CR),"19.628386,73.4229421"
Umela Phata (VVMT),"19.35748946,72.81198615"
Umroli Road (Local-WR),"19.75565423,72.76064"
Unit Trust Of India (Bandra-W) (BEST),"19.049937,72.828132"
Uran (Local-Bsu),"18.8787672,72.949371"
Uran Phata (BEST),"19.034107,73.029372"
Urban Co-Operative Bank (Mulund-W) (BEST),"19.168954,72.952344"
Usgaon Phata (VVMT),"19.46816745,72.92972452"
Usha Nagar (BEST),"19.15215,72.941593"
Ushma Nagar (BEST),"19.19397,72.832563"
Ustav Chowk (Metro),"19.0527,72.894199"
Utpal Sanghavi School (BEST),"19.11267,72.828206"
V Mall (BEST),"19.212276,72.867573"
V.J.T.I.College (BEST),"19.023918,72.854731"
Vadala Road (Local-Habr),"19.0160207,72.8588041"
"Vadavali Village, Borla Society (BEST)","19.046045,72.900812"
Vadgaon (Local-Pune-Lnl),"18.74249923,73.63743668"
Vaghbil Naka (VVMT),"19.25313583,72.97197481"
Vaibhav Asavari Society (Ware House) (BEST),"19.106514,72.86671"
Vaikunth Dham (BEST),"19.11536696,72.82317597"
Vaishali Bhavan (Kandivali-W) (BEST),"19.205114,72.838954"
Vaishali Nagar (Dahisar-E) (BEST),"19.25094802,72.87338499"
Vaishali Nagar (Mulund-W) (BEST),"19.1866,72.94566667"
Vaitarana (Local-Pnvl-Bsr),"19.51914919,72.85029032"
Vajreshwari Mandir (VVMT),"19.48712881,73.02665884"
Vaki Pada (VVMT),"19.3627964,72.8833445"
Vakola Masjid (BEST),"19.081565,72.855122"
Vakola Pipe Line (BEST),"19.081221,72.853953"
Vakola Police Station (BEST),"19.080556,72.846029"
Vakola Police Station (Hanuman Mandir) (BEST),"19.079012,72.847227"
Valencia Building (BEST),"19.0257,72.878658"
Valiv Naka (VVMT),"19.41708026,72.86140942"
Valiv Phata (VVMT),"19.40700753,72.86574633"
Valiv Police Station (VVMT),"19.40989468,72.85116655"
Vallabh Park (BEST),"19.077912,72.912288"
Valnai-Meeth Chowky (Metro),"19.22331376,72.84088208"
Vandana Cinema (BEST),"19.194069,72.970485"
Vangaon (Local-WR),"19.88289233,72.76354239"
Vangni (Local-CR),"19.09439348,73.30084125"
Vanicha Pada (BEST),"19.15005798,72.87289901"
"Vanita Samaj, Chaityabhoomi (BEST)","19.027267,72.83687"
"Vanrai Mhada, Nirlon Industrial Estate (BEST)","19.154696,72.856616"
"Vanrai, Mhada Colony (BEST)","19.153992,72.857072"
Varsha Nagar (BEST),"19.106912,72.917279"
Vartak Nagar (BEST),"19.210185,72.961804"
Vasai Gaon (S.T.Depot) (VVMT),"19.34500653,72.80625403"
Vasai Gaon (VVMT),"19.34498532,72.80624863"
Vasai Killa (VVMT),"19.33100578,72.81510779"
Vasai Phata (VVMT),"19.40287473,72.88280438"
Vasai Police Station (VVMT),"19.33212987,72.81025223"
Vasai Railway Station (E) (VVMT),"19.38606477,72.83088344"
Vasai Railway Station (W) (VVMT),"19.38215843,72.83010335"
Vasai Road (Local-Pnvl-Bsr),"19.38163498,72.83223394"
Vasalai Naka (VVMT),"19.36187385,72.79637641"
Vasant Nagari Circle (VVMT),"19.40236733,72.83423987"
Vasant Nagari Gate (VVMT),"19.39783371,72.83555952"
Vasant Vihar (BEST),"19.221929,72.970002"
Vasantrao Naik Chowk (BEST),"18.97039,72.815015"
Vasantrao Naik Chowk (Tardeo) (BEST),"18.969965,72.81512"
Vashi (Local-Trans),"19.0632517,72.9988553"
Vashi Bus Station (BEST),"19.072945,72.997757"
Vashi Naka (Chembur) (BEST),"19.032763,72.896447"
"Vashi Naka (Chembur), M.M.R.D.A Colony (BEST)","19.031211,72.902926"
Vashi Railway Station (BEST),"19.06401,72.998373"
"Vashi Sector 10,15 (BEST)","19.08094,72.999146"
Vashi Sector 19 (BEST),"19.083963,73.011842"
Vashi Sector 29 (BEST),"19.089368,73.004897"
"Vashi Sector 9,16, Juhu Nagar Market (BEST)","19.078555,72.998196"
Vashi Village (BEST),"19.069586,72.987495"
Vasind (Local-CR),"19.40658192,73.26729769"
Vastu Anand (BEST),"19.206619,73.009874"
Vasudeo Balwant Phadke Chowk (Dhobi Talao) (BEST),"18.944997,72.830371"
Vatsalabai Desai Chowk (Haji Ali) (BEST),"18.977055,72.811809"
Vazira Naka (BEST),"19.228976,72.844558"
Veej Bhavan (BEST),"18.921768,72.826601"
"Veena Nagar, Govardhan Nagar (BEST)","19.182053,72.94701"
Veer Hutatma Bhai Kotwal Udyan (Plaza) (BEST),"19.02297,72.842392"
Veera Desai Road (BEST),"19.134738,72.83758"
Veera Desai Road (Extension) (BEST),"19.139896,72.837205"
Venus Apartment (BEST),"19.308863,72.860916"
"Venus Building, Watumal Engg.College (BEST)","19.002034,72.811796"
Versova (Metro),"19.12739764,72.83770815"
Versova Bridge (Ghodbunder Rd) (BEST),"19.284716,72.903847"
Versova View (Andheri-W) (BEST),"19.153045,72.830284"
Versova View (BEST),"19.125044,72.82467"
Vesava Link Road (BEST),"19.122948,72.824719"
Vesava Market (BEST),"19.13915,72.806684"
Vesava Village (BEST),"19.138446,72.806789"
Vesava-Yari Road Bus Station (BEST),"19.13951667,72.80816667"
Viceroy Park (BEST),"19.211719,72.873165"
Vidhan Bhavan (BEST),"18.925326,72.824633"
Vidya Mandir (Dahisar-E) (BEST),"19.254851,72.862498"
Vidya Nagari (Canteen) (BEST),"19.07097,72.859414"
Vidya Nagari (Kalina) (BEST),"19.073356,72.860971"
Vidya Nagari (Kalina) Nehru Library (BEST),"19.071114,72.85872"
Vidya Nagari (Kalina) North Gate (BEST),"19.074047,72.852058"
Vidya Vihar Bus Station (W) (BEST),"19.079958,72.89659"
Vidya Vihar S.T.Workshop (BEST),"19.080931,72.890812"
"Vidyaben Gardi School, Keshavpada (BEST)","19.170932,72.947267"
Vidyavihar (Local-CR),"19.0806844,72.8984113"
Vihar Lake (BEST),"19.139637,72.898117"
Vijay Garden (BEST),"19.260116,72.969386"
Vijay Nagar (Marol Maroshi) (BEST),"19.121363,72.880074"
Vijay Nagar (VVMT),"19.42729523,72.82184475"
Vijay Nagar Society (Andheri-E) (BEST),"19.114146,72.847479"
Vijay Printing Press (BEST),"19.101499,72.88456"
Vijay Printing Press (Saki Naka) (BEST),"19.101707,72.884693"
Vijay Vallabh Chowk (BEST),"18.954448,72.831949"
Vijay Vallabh Chowk (Pydhonie) (BEST),"18.954882,72.83212"
Vikas Nagar (VVMT),"19.45528711,72.82764392"
Vikas Nagar Society (Andheri-E) (BEST),"19.128852,72.860329"
Vikas Vidyalaya (BEST),"19.118209,72.937425"
Vikhroli (Local-CR),"19.11092069,72.92825708"
Vikhroli Bus Station (E) (BEST),"19.110185,72.929481"
Vikhroli Court (BEST),"19.115751,72.936427"
Vikhroli Depot (BEST),"19.101998,72.91958"
Vikhroli Park Site (BEST),"19.105023,72.913221"
Vikhroli Police Station (BEST),"19.12119,72.937529"
Vikhroli Station (W) (BEST),"19.110718,72.927532"
Vikhroli Station Road (E) (BEST),"19.109535,72.931999"
Vikhroli Station Road (W) (BEST),"19.111603,72.925745"
Vikhroli Village (BEST),"19.103617,72.930062"
Vile Parle (Local-Habr),"19.09947999,72.84396806"
Vile Parle (W) (BEST),"19.101719,72.838849"
"Vile Parle (W), Ashoka Hall (BEST)","19.099361,72.839544"
Vile Parle Police Station (E) (BEST),"19.096118,72.854257"
Vile Parle Station (E) (BEST),"19.099229,72.844401"
"Vile Parle Station (E), Dinanath Natyagruh (BEST)","19.100629,72.844618"
Vile Parle Subway (BEST),"19.091939,72.845879"
Vinay High School (BEST),"19.030786,72.900304"
Vinay Industry (Subkuch Market) (BEST),"19.175174,72.837179"
Virar (Local-WR),"19.45346647,72.81209066"
Virar Garden (VVMT),"19.4458642,72.7992404"
Virar Phata (VVMT),"19.46772052,72.88834772"
Virar Railway ( E ) (VVMT),"19.45562315,72.81230321"
Virar Station (W) (VVMT),"19.45256514,72.81015118"
"Virwani Estate, Sarvodaya Nagar (BEST)","19.169794,72.859734"
"Vishal Hall, Prakash Studio (BEST)","19.118512,72.852086"
Vishnu Nagar (BEST),"19.0228,72.902682"
Vishwa Pragati Mandal Sports Complex (BEST),"19.259317,72.853259"
Vithal Mandir (VVMT),"19.42093448,72.86422385"
Vithal Maya Wadi (VVMT),"19.45616782,72.81463979"
Vithalwadi (Local-CR),"19.22875782,73.14864283"
Vitthal Mandir (Kandivali-W) (BEST),"19.200398,72.826358"
"Vitthal Mandir, Wadala Market (BEST)","19.016454,72.852484"
Vitthal Rakhumai Mandir (Dahisar-E) (BEST),"19.257336,72.865446"
Viva College (VVMT),"19.46931856,72.86253252"
Vivek Vidyalaya (BEST),"19.158239,72.843552"
Vivekanand College (Chembur) (BEST),"19.049781,72.8894"
Vivekanand Nagar (Belapur) (BEST),"19.023739,73.044519"
Vivekanand School (Chembur) (BEST),"19.049085,72.887748"
Vivekanand School (Jui Nagar) (BEST),"19.062959,73.013166"
Vividh Bharti (BEST),"19.231742,72.833361"
Vnp Marg Junction (Mono),"19.0527,72.894199"
Voltas (BEST),"19.21696667,72.97185"
Vrindavan Society (Thane) (BEST),"19.208188,72.982658"
Vrundas Hotel (BEST),"19.229496,72.853535"
Vyas Wadi (BEST),"19.147773,72.790734"
Wadala Bridge (Mono),"19.017431,72.859315"
Wadala Bus Depot (BEST),"19.014738,72.852695"
Wadala Church (BEST),"19.018389,72.855285"
Wadala Depot (Mono),"19.0388,72.8748"
Wadala Fly Over Bridge (BEST),"19.018798,72.860671"
Wadala Flyover Bridge (BEST),"19.018681,72.860414"
Wadala Gate No.4 (BEST),"19.021518,72.860631"
"Wadala Gate No.4, S.I.W.S School (BEST)","19.021029,72.85933"
"Wadala Mono Rail Depot, (BEST)","19.038879,72.87393"
Wadala Monorail Station Road (BEST),"19.036828,72.873465"
Wadala Road (Mahul) (BEST),"19.021378,72.890144"
Wadala Station (W) (BEST),"19.016973,72.858886"
"Wadala Station, P&T Quarters (BEST)","19.016213,72.85769"
Wadala Truck Terminal (BEST),"19.034561,72.874265"
Wadala Truck Terminal (Main Gate) (BEST),"19.036379,72.879954"
Wadarpada (BEST),"19.167861,72.951298"
Wadi Bunder (BEST),"18.957508,72.842031"
Wadia Maternity Hospital (BEST),"19.002852,72.842682"
Wadvali Naka (VVMT),"19.34211719,72.8343053"
